DEPARTAMEN,PROVINCIA,DISTRITO,mean,min,max,std,amplitud_p90_p10,CLASE_P10_P90
LAMBAYEQUE,CHICLAYO,PIMENTEL,18.412349700927734,18.36674690246582,18.45795249938965,0.04560279846191406,0.07296447753905966,INTERMEDIO (p10–p90)
SAN MARTIN,BELLAVISTA,SAN PABLO,21.008809407552082,20.029659271240234,21.71954345703125,0.4650730544588624,1.0592517852783203,CÁLIDO (≥ p90)
LORETO,UCAYALI,VARGAS GUERRA,21.84763220584754,18.044296264648438,22.431846618652344,0.6200537475472981,0.8669042587280273,CÁLIDO (≥ p90)
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,18.441381454467773,18.441381454467773,18.441381454467773,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,CASMA,COMANDANTE NOEL,17.072120666503906,16.83711814880371,17.44170570373535,0.17430681007501997,0.36471023559570526,INTERMEDIO (p10–p90)
ANCASH,CARHUAZ,PARIAHUANCA,,,,,,
ANCASH,HUARI,HUACHIS,7.541178894042969,4.558604717254639,9.817862510681152,1.756618960349947,3.7452961921691896,INTERMEDIO (p10–p90)
ANCASH,HUARI,RAHUAPAMPA,,,,,,
ANCASH,CARHUAZ,ANTA,3.9586594104766846,3.9586594104766846,3.9586594104766846,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,CARHUAZ,SAN MIGUEL DE ACO,3.5901702880859374,0.2336457520723343,8.282803535461426,2.625585431194172,5.262640002369881,INTERMEDIO (p10–p90)
ANCASH,HUARI,MASIN,6.362247467041016,6.165491580963135,6.5590033531188965,0.19675588607788086,0.314809417724609,INTERMEDIO (p10–p90)
ANCASH,HUARI,PONTO,8.405258178710938,6.288055419921875,10.256155967712402,1.4333443626361788,2.999781608581543,INTERMEDIO (p10–p90)
HUANUCO,HUAMALIES,TANTAMAYO,6.327373027801514,5.142634391784668,7.762922286987305,0.8865898836685511,2.1099237442016596,INTERMEDIO (p10–p90)
ANCASH,CARHUAZ,ACOPAMPA,8.263871192932129,8.263871192932129,8.263871192932129,0.0,0.0,INTERMEDIO (p10–p90)
HUANUCO,HUAMALIES,SINGA,5.225179672241211,4.49814510345459,6.183391571044922,0.7391302601953906,1.5376125335693356,INTERMEDIO (p10–p90)
ANCASH,CASMA,BUENA VISTA ALTA,16.35844612121582,14.494881629943848,17.28683090209961,0.8934369722908716,2.3090806007385254,INTERMEDIO (p10–p90)
ANCASH,HUARI,HUACACHI,8.850845336914062,6.771602153778076,10.930088996887207,2.079243421554579,3.326789474487305,INTERMEDIO (p10–p90)
ANCASH,CARHUAZ,TINCO,,,,,,
ANCASH,CARHUAZ,MARCARA,5.019154739379883,0.49174001812934875,8.126872062683105,3.0000922408176267,6.705706816911697,INTERMEDIO (p10–p90)
ANCASH,CARHUAZ,ATAQUERO,2.8504765033721924,2.8504765033721924,2.8504765033721924,0.0,0.0,INTERMEDIO (p10–p90)
HUANUCO,HUACAYBAMBA,PINRA,8.129420810275608,5.115636825561523,12.52568531036377,2.5385060413242972,6.555722999572753,INTERMEDIO (p10–p90)
HUANUCO,HUACAYBAMBA,HUACAYBAMBA,7.594784904928768,5.730602264404297,12.372124671936035,1.6718077714623416,3.4391835212707518,INTERMEDIO (p10–p90)
ANCASH,HUAYLAS,SANTA CRUZ,5.5670216878255205,1.5226930379867554,11.177338600158691,3.633693337228615,9.234022545814515,INTERMEDIO (p10–p90)
ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,8.787798881530762,8.787798881530762,8.787798881530762,0.0,0.0,INTERMEDIO (p10–p90)
SAN MARTIN,HUALLAGA,SAPOSOA,19.14097023010254,16.775968551635742,21.316617965698242,1.471569427936977,3.9222116470336914,INTERMEDIO (p10–p90)
PASCO,OXAPAMPA,CHONTABAMBA,10.430389404296875,6.430889129638672,12.955061912536621,1.7884031577344937,4.0141273021698,INTERMEDIO (p10–p90)
PASCO,OXAPAMPA,OXAPAMPA,12.722972523082387,11.44785213470459,15.695979118347168,1.1278447401320895,1.7244300842285156,INTERMEDIO (p10–p90)
PASCO,OXAPAMPA,VILLA RICA,16.30886513846261,12.736788749694824,19.683448791503906,1.9665200024198843,5.879825782775878,INTERMEDIO (p10–p90)
PASCO,PASCO,HUACHON,5.139129028320313,2.5098721981048584,8.447702407836914,1.5627048517862483,4.207847166061402,INTERMEDIO (p10–p90)
PASCO,PASCO,TICLACAYAN,3.6561680669369907,2.640510320663452,5.954672336578369,0.9684030530651124,2.526487302780152,INTERMEDIO (p10–p90)
HUANUCO,AMBO,COLPAS,4.547529856363933,4.0017781257629395,5.237377643585205,0.5026170911588687,1.1940462589263916,INTERMEDIO (p10–p90)
UCAYALI,ATALAYA,RAIMONDI,21.302403406119247,15.389556884765625,22.585344314575195,1.779100913494267,4.699342346191408,CÁLIDO (≥ p90)
HUANUCO,AMBO,CAYNA,5.6186032976422995,4.084846019744873,7.853304386138916,1.3465814063641615,3.2375509262084963,INTERMEDIO (p10–p90)
HUANUCO,AMBO,HUACAR,8.040333339146205,6.276265621185303,9.724879264831543,1.4889147670920007,3.319554042816163,INTERMEDIO (p10–p90)
HUANUCO,AMBO,CONCHAMARCA,11.696160634358725,10.11533260345459,14.0761079788208,1.7128687732383987,3.16862030029297,INTERMEDIO (p10–p90)
HUANUCO,HUANUCO,MARGOS,5.266990661621094,4.827122211456299,6.048061370849609,0.4670653566243986,1.0838624000549313,INTERMEDIO (p10–p90)
HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,6.119487762451172,4.316551685333252,8.23791790008545,1.228694012163317,2.832575941085816,INTERMEDIO (p10–p90)
HUANUCO,HUANUCO,PILLCO MARCA,11.23095957438151,7.815393924713135,13.94946575164795,2.552270522286284,4.907257461547852,INTERMEDIO (p10–p90)
LORETO,DATEM DEL MARANON,ANDOAS,22.601929667101828,22.23415184020996,23.149980545043945,0.18440830558178753,0.49124412536621165,CÁLIDO (≥ p90)
LORETO,MAYNAS,ALTO NANAY,22.506488624476987,22.272451400756836,22.727005004882812,0.09240957306289249,0.23920001983642436,CÁLIDO (≥ p90)
LORETO,MAYNAS,MAZAN,22.63074554256135,22.283227920532227,22.852399826049805,0.1358881916055367,0.37944698333740234,CÁLIDO (≥ p90)
LORETO,LORETO,TROMPETEROS,22.37703509067746,22.16370964050293,22.768632888793945,0.13382556867647416,0.3238174438476591,CÁLIDO (≥ p90)
LORETO,LORETO,TIGRE,22.449708533653848,22.195571899414062,22.771154403686523,0.13686979785269404,0.37324066162109304,CÁLIDO (≥ p90)
LORETO,MAYNAS,NAPO,22.47977955812102,22.170921325683594,22.828283309936523,0.15145410159411712,0.40744056701660014,CÁLIDO (≥ p90)
LORETO,PUTUMAYO,PUTUMAYO,22.742786258292597,22.47369384765625,23.05510139465332,0.13373081625023397,0.3628896713256857,CÁLIDO (≥ p90)
LORETO,MAYNAS,TORRES CAUSANA,22.387215711805556,22.286184310913086,22.487215042114258,0.045295380797548,0.12326431274414062,CÁLIDO (≥ p90)
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,22.447116949619392,22.277549743652344,22.598953247070312,0.07091239471895332,0.18710994720458984,CÁLIDO (≥ p90)
AMAZONAS,CHACHAPOYAS,CHETO,11.824031829833984,11.69153881072998,11.893786430358887,0.09373070154514582,0.16179809570312642,INTERMEDIO (p10–p90)
AMAZONAS,LUYA,LUYA VIEJO,12.278220176696777,12.278220176696777,12.278220176696777,0.0,0.0,INTERMEDIO (p10–p90)
AMAZONAS,LUYA,CONILA,11.271160125732422,8.884331703186035,13.775799751281738,1.3884216173595647,2.9877242088317857,INTERMEDIO (p10–p90)
JUNIN,SATIPO,SATIPO,17.77893301156851,12.60119342803955,19.820066452026367,1.6284689667475172,3.607321262359619,INTERMEDIO (p10–p90)
HUANCAVELICA,CHURCAMPA,CHURCAMPA,5.241087436676025,3.0428154468536377,7.516293048858643,1.5948949452229044,3.302639365196229,INTERMEDIO (p10–p90)
HUANCAVELICA,CHURCAMPA,LOCROJA,4.947017669677734,2.6063759326934814,8.479512214660645,2.229102768851359,4.5775422096252445,INTERMEDIO (p10–p90)
HUANCAVELICA,CHURCAMPA,ANCO,6.793421745300293,3.531806230545044,8.90918254852295,2.0786529344368887,4.285873818397522,INTERMEDIO (p10–p90)
HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,6.804677327473958,3.899672746658325,8.9940767288208,2.1404526364990715,4.07552318572998,INTERMEDIO (p10–p90)
LIMA,HUAROCHIRI,CARAMPOMA,1.2414711543491908,-0.19198302924633026,3.8831875324249268,1.2867562383446878,2.5909326434135442,FRÍO (≤ p10)
LIMA,CANTA,SANTA ROSA DE QUIVES,14.276456392728365,8.355123519897461,16.53717613220215,2.4134153449062037,5.023836708068849,INTERMEDIO (p10–p90)
JUNIN,CONCEPCION,COCHAS,4.459952354431152,2.99306583404541,6.572977542877197,1.4493085753936525,3.0386560916900636,INTERMEDIO (p10–p90)
JUNIN,CONCEPCION,ANDAMARCA,3.2962589263916016,1.4488188028335571,5.272217750549316,1.2567324333412138,3.459233045578003,INTERMEDIO (p10–p90)
JUNIN,CONCEPCION,MARISCAL CASTILLA,8.094474792480469,8.094474792480469,8.094474792480469,0.0,0.0,INTERMEDIO (p10–p90)
JUNIN,JAUJA,POMACANCHA,1.494058609008789,1.0420728921890259,2.3384692668914795,0.39705548989409034,0.8459933519363403,INTERMEDIO (p10–p90)
LIMA,CANTA,LACHAQUI,5.136318588256836,1.9006634950637817,9.159252166748047,2.5937415386157117,5.8037256479263295,INTERMEDIO (p10–p90)
JUNIN,YAULI,SANTA ROSA DE SACCO,1.24690580368042,0.57305908203125,1.9207526445388794,0.6738467812538174,1.0781548500061033,FRÍO (≤ p10)
LIMA,LIMA,CARABAYLLO,16.280198838975693,15.686614036560059,16.837663650512695,0.30287706933944675,0.6428213119506836,INTERMEDIO (p10–p90)
LIMA,OYON,COCHAMARCA,5.918800777859158,2.386866331100464,10.014460563659668,2.561236049638195,5.6577723026275635,INTERMEDIO (p10–p90)
LIMA,OYON,PACHANGARA,5.805049472384983,2.2644436359405518,9.552450180053711,2.164200307351203,4.973799657821655,INTERMEDIO (p10–p90)
LIMA,OYON,NAVAN,6.336482524871826,1.6547503471374512,12.812211036682129,3.2965027146028936,7.463292860984801,INTERMEDIO (p10–p90)
PASCO,PASCO,HUAYLLAY,1.2959297404569738,0.4130265712738037,3.3291285037994385,0.5881822731523214,1.1596284627914428,INTERMEDIO (p10–p90)
PASCO,PASCO,TINYAHUARCO,2.387286424636841,2.168684720993042,2.601820230484009,0.1950518355221873,0.40568878650665274,INTERMEDIO (p10–p90)
UCAYALI,ATALAYA,SEPAHUA,22.070448764534884,20.935941696166992,22.550195693969727,0.24401501167199935,0.5889257431030259,CÁLIDO (≥ p90)
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,15.637186686197916,13.538975715637207,17.008129119873047,1.3687017501996552,3.0720953941345215,INTERMEDIO (p10–p90)
MADRE DE DIOS,TAMBOPATA,LABERINTO,22.25095267917799,21.957700729370117,22.5533447265625,0.12228667593299347,0.31474781036376953,CÁLIDO (≥ p90)
JUNIN,JUNIN,ULCUMAYO,6.171000162760417,1.3062652349472046,14.94565486907959,3.6860554877981486,9.581016683578493,INTERMEDIO (p10–p90)
LIMA,OYON,CAUJUL,1.7963806788126628,1.498457908630371,2.0316660404205322,0.22214157517740177,0.4265665054321288,INTERMEDIO (p10–p90)
PASCO,PASCO,CHAUPIMARCA,,,,,,
LIMA,OYON,ANDAJES,4.686637878417969,2.364049196243286,7.113874912261963,1.5955450788550725,3.520508337020874,INTERMEDIO (p10–p90)
JUNIN,CHANCHAMAYO,PICHANAQUI,17.129595947265624,5.227115154266357,21.38631248474121,3.8923827012587187,8.519379997253417,INTERMEDIO (p10–p90)
PASCO,PASCO,NINACACA,2.5255283779568143,1.8449324369430542,4.68172025680542,0.7707683897126415,1.6403714060783392,INTERMEDIO (p10–p90)
JUNIN,CHANCHAMAYO,PERENE,16.383738591120792,6.933908939361572,20.49498176574707,2.968986779081943,6.924954128265382,INTERMEDIO (p10–p90)
LIMA,HUAURA,VEGUETA,16.491897583007812,16.0590763092041,16.978002548217773,0.2525919633393111,0.47948493957519744,INTERMEDIO (p10–p90)
LIMA,HUAURA,SANTA LEONOR,3.615375518798828,2.0073461532592773,6.54815673828125,1.7696052125026442,4.430157423019409,INTERMEDIO (p10–p90)
LIMA,HUAURA,CHECRAS,7.538549695696149,2.975902557373047,10.76777172088623,2.862378752374736,6.500897789001465,INTERMEDIO (p10–p90)
JUNIN,JUNIN,CARHUAMAYO,2.4056304931640624,1.7563310861587524,4.452876567840576,1.034632418565797,1.7735610723495487,INTERMEDIO (p10–p90)
PASCO,PASCO,VICCO,2.349656105041504,1.9192051887512207,3.1700685024261475,0.4281371537492049,0.7975568294525148,INTERMEDIO (p10–p90)
JUNIN,CHANCHAMAYO,CHANCHAMAYO,12.941581726074219,4.124059200286865,17.69855308532715,3.944321835188939,10.908550214767457,INTERMEDIO (p10–p90)
ANCASH,PALLASCA,LACABAMBA,6.707497596740723,6.0805277824401855,7.334466934204102,0.6269695758820033,1.0031513214111332,INTERMEDIO (p10–p90)
LA LIBERTAD,PATAZ,TAURIJA,12.643501281738281,9.746932029724121,15.138331413269043,2.1644508776237967,4.627204418182373,INTERMEDIO (p10–p90)
LA LIBERTAD,PATAZ,TAYABAMBA,7.230159412730824,5.336373805999756,11.676617622375488,1.7862580382695938,3.866135597229004,INTERMEDIO (p10–p90)
LA LIBERTAD,TRUJILLO,SALAVERRY,16.997969193892047,16.390655517578125,17.42737579345703,0.2945646321349767,0.7358722686767578,INTERMEDIO (p10–p90)
LIMA,OYON,OYON,2.6263919953377015,1.4658222198486328,5.763025760650635,0.9681831283938735,1.9073854684829712,INTERMEDIO (p10–p90)
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,2.8252377319335937,1.3717325925827026,5.031253337860107,0.9607496717322459,2.64699537754059,INTERMEDIO (p10–p90)
HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,3.666691413292518,2.262354850769043,5.182157516479492,0.7735450190665623,1.874367356300354,INTERMEDIO (p10–p90)
LIMA,BARRANCA,SUPE PUERTO,16.818143844604492,16.818143844604492,16.818143844604492,0.0,0.0,INTERMEDIO (p10–p90)
LIMA,BARRANCA,SUPE,16.54592997233073,15.1947021484375,16.916955947875977,0.397342164356214,0.5084751129150398,INTERMEDIO (p10–p90)
LIMA,BARRANCA,BARRANCA,16.737019856770832,16.462955474853516,16.969078063964844,0.14848763114816277,0.2887248992919922,INTERMEDIO (p10–p90)
LIMA,HUAURA,AMBAR,10.727227783203125,1.8282197713851929,16.648813247680664,4.569710785809234,12.724963188171387,INTERMEDIO (p10–p90)
ANCASH,OCROS,SAN PEDRO,14.59645250108507,9.648625373840332,16.82197380065918,2.2260441844348327,5.119780349731446,INTERMEDIO (p10–p90)
ANCASH,OCROS,COCHAS,15.712659563337054,12.745779991149902,16.887285232543945,1.0613369541174351,1.9787607192993146,INTERMEDIO (p10–p90)
LIMA,BARRANCA,PATIVILCA,16.864436558314733,16.62379264831543,17.117258071899414,0.17005017495872257,0.4092071533203132,INTERMEDIO (p10–p90)
ANCASH,BOLOGNESI,COLQUIOC,13.783920288085938,8.665124893188477,15.87572956085205,2.068551094686945,4.104808330535889,INTERMEDIO (p10–p90)
LIMA,BARRANCA,PARAMONGA,16.67267784705529,16.16817283630371,17.0301456451416,0.2747266230080837,0.6525711059570298,INTERMEDIO (p10–p90)
ANCASH,HUARMEY,HUARMEY,16.161660953443878,9.966645240783691,17.44879722595215,1.3727115786636517,2.6112827301025394,INTERMEDIO (p10–p90)
LORETO,ALTO AMAZONAS,LAGUNAS,22.6944482421875,22.33502197265625,22.929025650024414,0.10244640247575319,0.23810977935790945,CÁLIDO (≥ p90)
LORETO,LORETO,URARINAS,22.645239736519606,22.43303871154785,22.860063552856445,0.07176448958272517,0.1848154067993164,CÁLIDO (≥ p90)
LORETO,ALTO AMAZONAS,JEBEROS,22.527772739955356,22.19476318359375,23.092256546020508,0.16148050674084966,0.3960950851440437,CÁLIDO (≥ p90)
LORETO,DATEM DEL MARANON,CAHUAPANAS,21.80149034633758,17.820436477661133,23.44826316833496,1.5149807707693943,4.028230667114258,CÁLIDO (≥ p90)
LORETO,ALTO AMAZONAS,BALSAPUERTO,20.96611328125,15.23746395111084,22.558664321899414,1.839257541438247,4.289365768432617,CÁLIDO (≥ p90)
JUNIN,SATIPO,RIO TAMBO,17.564441802536233,5.63750696182251,22.279930114746094,3.6140256589737,9.75152339935303,INTERMEDIO (p10–p90)
CUSCO,LA CONVENCION,VILCABAMBA,7.901745918469551,-0.0011051794281229377,17.803071975708008,4.584954686239328,12.561098849773407,INTERMEDIO (p10–p90)
PASCO,PASCO,SIMON BOLIVAR,1.9461812558381453,1.2583354711532593,2.500582456588745,0.33851667069775737,0.8953507184982297,INTERMEDIO (p10–p90)
LIMA,CAJATAMBO,GORGOR,4.927920659383138,2.8682940006256104,8.4246187210083,1.8241945978901084,4.902032351493836,INTERMEDIO (p10–p90)
LIMA,CAJATAMBO,MANAS,11.564842987060548,6.002229690551758,15.029441833496094,2.799480073531259,6.385781288146973,INTERMEDIO (p10–p90)
PASCO,PASCO,PAUCARTAMBO,6.271619943472055,2.255930185317993,11.692973136901855,2.3720791420564415,5.847143292427063,INTERMEDIO (p10–p90)
LA LIBERTAD,OTUZCO,MACHE,7.3439591725667315,6.190365314483643,7.964921474456787,0.8165108393617111,1.4196449279785153,INTERMEDIO (p10–p90)
LA LIBERTAD,JULCAN,JULCAN,7.03129408094618,5.920516490936279,9.320501327514648,0.9540618120981904,1.786074542999267,INTERMEDIO (p10–p90)
LA LIBERTAD,TRUJILLO,LAREDO,16.881619771321613,14.169981956481934,17.5700626373291,0.8715106657603943,0.9602210998535163,INTERMEDIO (p10–p90)
LA LIBERTAD,OTUZCO,SALPO,13.114725748697916,9.891853332519531,16.548465728759766,2.532360212025272,5.674887180328369,INTERMEDIO (p10–p90)
LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,6.745064544677734,4.62760591506958,13.209590911865234,2.579608624436252,5.1981289863586415,INTERMEDIO (p10–p90)
LA LIBERTAD,PATAZ,HUAYO,13.526510874430338,12.308449745178223,14.189986228942871,0.8624455121719216,1.505229187011718,INTERMEDIO (p10–p90)
ANCASH,SIHUAS,ACOBAMBA,10.799391174316407,7.852870464324951,13.832565307617188,2.19442350933936,4.970088863372801,INTERMEDIO (p10–p90)
ANCASH,PALLASCA,PALLASCA,11.167745971679688,7.961989879608154,13.14053726196289,1.8215584253224852,3.8895396232604984,INTERMEDIO (p10–p90)
ANCASH,CORONGO,YUPAN,10.452942848205566,9.037449836730957,11.868435859680176,1.4154930114746094,2.2647888183593743,INTERMEDIO (p10–p90)
ANCASH,SIHUAS,SICSIBAMBA,9.166095733642578,6.965290546417236,10.382336616516113,1.5590761199674035,2.7336368560791007,INTERMEDIO (p10–p90)
HUANUCO,PUERTO INCA,HONORIA,22.030802408854168,21.69417381286621,22.311262130737305,0.19107184980835729,0.5193885803222642,CÁLIDO (≥ p90)
ANCASH,SIHUAS,CASHAPAMPA,5.4238786697387695,5.1165947914123535,5.7311625480651855,0.307283878326416,0.49165420532226634,INTERMEDIO (p10–p90)
LA LIBERTAD,PATAZ,HUANCASPATA,8.188902537027994,5.752081394195557,12.319767951965332,2.2307619065852213,4.942492246627808,INTERMEDIO (p10–p90)
UCAYALI,CORONEL PORTILLO,MASISEA,22.04968693152287,21.613279342651367,22.967214584350586,0.17170616992620083,0.395111083984375,CÁLIDO (≥ p90)
LA LIBERTAD,VIRU,CHAO,16.38905881485849,8.918069839477539,17.928136825561523,2.036510655022364,4.436233901977538,INTERMEDIO (p10–p90)
ANCASH,SIHUAS,QUICHES,10.847879791259766,8.074055671691895,14.655818939208984,2.609368092383081,5.855164909362793,INTERMEDIO (p10–p90)
ANCASH,SIHUAS,CHINGALPO,5.152176448277065,3.9778687953948975,7.12391471862793,1.0065879081441906,2.2687039375305185,INTERMEDIO (p10–p90)
SAN MARTIN,TOCACHE,NUEVO PROGRESO,19.200363159179688,17.54966163635254,20.09001922607422,0.6508940936477547,1.7450590133666992,INTERMEDIO (p10–p90)
ANCASH,PALLASCA,BOLOGNESI,13.476104736328125,13.36212158203125,13.590086936950684,0.11398267746071421,0.18237228393554616,INTERMEDIO (p10–p90)
ANCASH,PALLASCA,HUACASCHUQUE,,,,,,
ANCASH,PALLASCA,HUANDOVAL,7.868806838989258,5.194526672363281,10.871201515197754,2.329077617545006,4.541339874267578,INTERMEDIO (p10–p90)
LA LIBERTAD,PATAZ,URPAY,11.339618682861328,7.883982181549072,15.134800910949707,2.969855369674624,5.800654983520509,INTERMEDIO (p10–p90)
SAN MARTIN,TOCACHE,SHUNTE,9.965365164620536,5.317789554595947,15.83889389038086,2.9718301460528145,7.8486548423767095,INTERMEDIO (p10–p90)
LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,9.668501281738282,7.365519046783447,12.672770500183105,1.9208728041414993,4.309361553192138,INTERMEDIO (p10–p90)
AREQUIPA,LA UNION,TAURIA,8.421011352539063,2.77968430519104,13.179533958435059,3.0884907351316877,8.51894371509552,INTERMEDIO (p10–p90)
AREQUIPA,CARAVELI,JAQUI,13.287148030598958,11.706684112548828,14.650497436523438,0.9358120586195624,2.4172460556030284,INTERMEDIO (p10–p90)
AREQUIPA,LA UNION,SAYLA,9.287286758422852,6.6443705558776855,11.930203437805176,2.6429164409637558,4.228666305541992,INTERMEDIO (p10–p90)
PUNO,PUNO,AMANTANI,5.153196334838867,5.153196334838867,5.153196334838867,0.0,0.0,INTERMEDIO (p10–p90)
JUNIN,JAUJA,SINCOS,1.7901678085327148,0.3279769718647003,2.8739116191864014,0.8580787846295701,1.878622218966484,INTERMEDIO (p10–p90)
JUNIN,HUANCAYO,EL TAMBO,1.5944641431172688,-0.18927477300167084,4.291985511779785,1.6484210697142927,3.7632207348942757,INTERMEDIO (p10–p90)
LIMA,HUAROCHIRI,SAN BARTOLOME,11.650279998779297,9.908356666564941,13.392204284667969,1.741923809051579,2.787078094482421,INTERMEDIO (p10–p90)
